repo,repo_url,mined_at_utc,mining_status,error_type,error_message,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,first_dependabot_pr_query_author,dependabot_pr_search_queries,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,dependabot_config_created_message
PennState/commons-jaxrs,https://github.com/PennState/commons-jaxrs,2026-08-14T17:11:18.591726+00:00,ok,,,True,2022-10-05T01:15:23Z,https://github.com/PennState/commons-jaxrs/pull/41,41,dependabot,Bump jackson-databind from 2.12.2 to 2.12.6.1,app/dependabot,repo:PennState/commons-jaxrs is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:PennState/commons-jaxrs is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:PennState/commons-jaxrs is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:PennState/commons-jaxrs is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
PgBulkInsert/PgBulkInsert,https://github.com/PgBulkInsert/PgBulkInsert,2026-08-14T17:11:26.267048+00:00,ok,,,False,,,,,,,repo:PgBulkInsert/PgBulkInsert is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:PgBulkInsert/PgBulkInsert is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:PgBulkInsert/PgBulkInsert is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:PgBulkInsert/PgBulkInsert is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
RIPE-NCC/rpki-commons,https://github.com/RIPE-NCC/rpki-commons,2026-08-14T17:11:33.526136+00:00,ok,,,True,2020-10-13T04:44:49Z,https://github.com/RIPE-NCC/rpki-commons/pull/28,28,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:RIPE-NCC/rpki-commons is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:RIPE-NCC/rpki-commons is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:RIPE-NCC/rpki-commons is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:RIPE-NCC/rpki-commons is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-04-04T05:55:16Z,1aab2a799b7ca6d4c89c1dd938c7aa4cdd18f1d2,https://github.com/RIPE-NCC/rpki-commons/commit/1aab2a799b7ca6d4c89c1dd938c7aa4cdd18f1d2,Use dependabot for dependency updates
Red5/red5-websocket,https://github.com/Red5/red5-websocket,2026-08-14T17:11:41.081291+00:00,ok,,,False,,,,,,,repo:Red5/red5-websocket is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Red5/red5-websocket is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Red5/red5-websocket is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Red5/red5-websocket is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
RedCA-Family/code-analyst,https://github.com/RedCA-Family/code-analyst,2026-08-14T17:11:47.357953+00:00,ok,,,True,2020-01-31T18:21:14Z,https://github.com/RedCA-Family/code-analyst/pull/18,18,dependabot,Bump checkstyle from 8.21 to 8.29,app/dependabot,repo:RedCA-Family/code-analyst is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:RedCA-Family/code-analyst is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:RedCA-Family/code-analyst is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:RedCA-Family/code-analyst is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Relucent/yyl-base-lib,https://github.com/Relucent/yyl-base-lib,2026-08-14T17:11:54.154368+00:00,ok,,,True,2019-11-13T12:18:33Z,https://github.com/Relucent/yyl-base-lib/pull/1,1,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1,app/dependabot,repo:Relucent/yyl-base-lib is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Relucent/yyl-base-lib is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Relucent/yyl-base-lib is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Relucent/yyl-base-lib is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
RockyLOMO/rxlib,https://github.com/RockyLOMO/rxlib,2026-08-14T17:12:01.626805+00:00,ok,,,True,2021-12-18T18:35:24Z,https://github.com/RockyLOMO/rxlib/pull/5,5,dependabot,Bump log4j-api from 2.16.0 to 2.17.0,app/dependabot,repo:RockyLOMO/rxlib is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:RockyLOMO/rxlib is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:RockyLOMO/rxlib is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:RockyLOMO/rxlib is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
RuedigerMoeller/kontraktor,https://github.com/RuedigerMoeller/kontraktor,2026-08-14T17:12:08.417951+00:00,ok,,,True,2019-10-29T13:39:11Z,https://github.com/RuedigerMoeller/kontraktor/pull/82,82,dependabot,Bump ws from 3.0.0 to 7.2.0 in /modules/kontraktor-http/src/main/javascript/kontraktor-server,app/dependabot,repo:RuedigerMoeller/kontraktor is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:RuedigerMoeller/kontraktor is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:RuedigerMoeller/kontraktor is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:RuedigerMoeller/kontraktor is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
SANSA-Stack/SANSA-OWL,https://github.com/SANSA-Stack/SANSA-OWL,2026-08-14T17:12:16.533383+00:00,ok,,,False,,,,,,,repo:SANSA-Stack/SANSA-OWL is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SANSA-Stack/SANSA-OWL is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SANSA-Stack/SANSA-OWL is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SANSA-Stack/SANSA-OWL is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
ServiceComb/java-chassis,https://github.com/ServiceComb/java-chassis,2026-08-14T17:12:25.465344+00:00,ok,,,False,,,,,,,repo:ServiceComb/java-chassis is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:ServiceComb/java-chassis is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:ServiceComb/java-chassis is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:ServiceComb/java-chassis is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-05-10T08:32:19Z,20cc938a341d871e17eb4b09e29acac18efc8ddd,https://github.com/apache/servicecomb-java-chassis/commit/20cc938a341d871e17eb4b09e29acac18efc8ddd,[SCB-2489] introduce dependency bot (#2839)
Sila-Money/sila-sdk-java,https://github.com/Sila-Money/sila-sdk-java,2026-08-14T17:12:35.145411+00:00,ok,,,True,2020-10-13T17:07:59Z,https://github.com/Sila-Money/sila-sdk-java/pull/17,17,dependabot,Bump junit from 4.11 to 4.13.1 in /SilaSDK,app/dependabot,repo:Sila-Money/sila-sdk-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Sila-Money/sila-sdk-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Sila-Money/sila-sdk-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Sila-Money/sila-sdk-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
SimonAlong/Neo,https://github.com/SimonAlong/Neo,2026-08-14T17:12:41.185390+00:00,ok,,,True,2020-10-13T12:23:54Z,https://github.com/simonalong/Neo/pull/18,18,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:SimonAlong/Neo is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SimonAlong/Neo is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SimonAlong/Neo is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SimonAlong/Neo is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Smartling/api-sdk-java,https://github.com/Smartling/api-sdk-java,2026-08-14T17:12:47.879102+00:00,ok,,,False,,,,,,,repo:Smartling/api-sdk-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Smartling/api-sdk-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Smartling/api-sdk-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Smartling/api-sdk-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
SoftInstigate/restheart,https://github.com/SoftInstigate/restheart,2026-08-14T17:12:55.428681+00:00,ok,,,True,2020-01-31T18:03:13Z,https://github.com/SoftInstigate/restheart/pull/377,377,dependabot,Bump checkstyle from 8.18 to 8.29,app/dependabot,repo:SoftInstigate/restheart is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SoftInstigate/restheart is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SoftInstigate/restheart is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SoftInstigate/restheart is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
SonarCommunity/sonar-php,https://github.com/SonarCommunity/sonar-php,2026-08-14T17:13:02.482797+00:00,ok,,,False,,,,,,,repo:SonarCommunity/sonar-php is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SonarCommunity/sonar-php is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SonarCommunity/sonar-php is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SonarCommunity/sonar-php is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
SonarSource/orchestrator,https://github.com/SonarSource/orchestrator,2026-08-14T17:13:11.566689+00:00,ok,,,True,2021-06-04T00:34:57Z,https://github.com/SonarSource/orchestrator/pull/106,106,dependabot,Bump httpclient from 4.5.2 to 4.5.13 in /sonar-orchestrator,app/dependabot,repo:SonarSource/orchestrator is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SonarSource/orchestrator is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SonarSource/orchestrator is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SonarSource/orchestrator is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
SonarSource/sonar-findbugs,https://github.com/SonarSource/sonar-findbugs,2026-08-14T17:13:18.382549+00:00,ok,,,False,,,,,,,repo:SonarSource/sonar-findbugs is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SonarSource/sonar-findbugs is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SonarSource/sonar-findbugs is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SonarSource/sonar-findbugs is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-11-17T02:19:05Z,8a7c35818aceb2aaf17d0f15334e91037f0e965a,https://github.com/spotbugs/sonar-findbugs/commit/8a7c35818aceb2aaf17d0f15334e91037f0e965a,"chore: migrate sonar-update-center action

close #397"
SparkTC/stocator,https://github.com/SparkTC/stocator,2026-08-14T17:13:26.528974+00:00,ok,,,False,,,,,,,repo:SparkTC/stocator is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SparkTC/stocator is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SparkTC/stocator is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SparkTC/stocator is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
SpringSource/spring-ldap,https://github.com/SpringSource/spring-ldap,2026-08-14T17:13:33.925585+00:00,ok,,,False,,,,,,,repo:SpringSource/spring-ldap is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SpringSource/spring-ldap is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SpringSource/spring-ldap is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SpringSource/spring-ldap is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-08-15T14:24:33Z,36e6b21ef454da9baaeb68891c29d83c8029c31c,https://github.com/spring-projects/spring-ldap/commit/36e6b21ef454da9baaeb68891c29d83c8029c31c,"Move Dependabot to .github

Issue gh-871"
SuperScorpion/medusa,https://github.com/SuperScorpion/medusa,2026-08-14T17:13:42.551025+00:00,ok,,,False,,,,,,,repo:SuperScorpion/medusa is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:SuperScorpion/medusa is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:SuperScorpion/medusa is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:SuperScorpion/medusa is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
TNG/config-builder,https://github.com/TNG/config-builder,2026-08-14T17:13:47.835768+00:00,ok,,,False,,,,,,,repo:TNG/config-builder is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:TNG/config-builder is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:TNG/config-builder is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:TNG/config-builder is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
TheBlackChamber/commons-encryption,https://github.com/TheBlackChamber/commons-encryption,2026-08-14T17:13:54.554059+00:00,ok,,,True,2020-10-13T01:38:28Z,https://github.com/TheBlackChamber/commons-encryption/pull/14,14,dependabot,Bump junit from 4.11 to 4.13.1,app/dependabot,repo:TheBlackChamber/commons-encryption is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:TheBlackChamber/commons-encryption is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:TheBlackChamber/commons-encryption is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:TheBlackChamber/commons-encryption is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Tirasa/ConnIdSOAPBundle,https://github.com/Tirasa/ConnIdSOAPBundle,2026-08-14T17:14:00.725757+00:00,ok,,,True,2020-10-14T04:50:03Z,https://github.com/Tirasa/ConnIdSOAPBundle/pull/1,1,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:Tirasa/ConnIdSOAPBundle is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Tirasa/ConnIdSOAPBundle is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Tirasa/ConnIdSOAPBundle is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Tirasa/ConnIdSOAPBundle is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2023-04-28T09:51:45Z,4cca1f0b820bb8160e0052ced15b7cdd30ec8740,https://github.com/Tirasa/ConnIdSOAPBundle/commit/4cca1f0b820bb8160e0052ced15b7cdd30ec8740,Upgrading for GH actions
UweTrottmann/thetvdb-java,https://github.com/UweTrottmann/thetvdb-java,2026-08-14T17:14:08.392495+00:00,ok,,,True,2020-10-13T06:44:08Z,https://github.com/UweTrottmann/thetvdb-java/pull/34,34,dependabot,Bump junit from 4.13 to 4.13.1,app/dependabot,repo:UweTrottmann/thetvdb-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/thetvdb-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/thetvdb-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/thetvdb-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
UweTrottmann/tmdb-java,https://github.com/UweTrottmann/tmdb-java,2026-08-14T17:14:15.369115+00:00,ok,,,True,2020-10-13T06:49:54Z,https://github.com/UweTrottmann/tmdb-java/pull/82,82,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:UweTrottmann/tmdb-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/tmdb-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/tmdb-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/tmdb-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-05-29T14:47:22Z,8db92f4c3fc26e83e187f68fe9767e3457ebb621,https://github.com/UweTrottmann/tmdb-java/commit/8db92f4c3fc26e83e187f68fe9767e3457ebb621,CI: enable dependabot for GitHub Actions
UweTrottmann/trakt-java,https://github.com/UweTrottmann/trakt-java,2026-08-14T17:14:22.152557+00:00,ok,,,True,2024-01-25T16:38:37Z,https://github.com/UweTrottmann/trakt-java/pull/132,132,dependabot,Bump actions/setup-java from 3.13.0 to 4.0.0,app/dependabot,repo:UweTrottmann/trakt-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/trakt-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/trakt-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:UweTrottmann/trakt-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-01-25T16:20:56Z,fa798742915041a3e00f733e1ec8d25985293116,https://github.com/UweTrottmann/trakt-java/commit/fa798742915041a3e00f733e1ec8d25985293116,"Dependabot: check for updates of GitHub Actions.

Also switch test reporter action."
Waffle/waffle,https://github.com/Waffle/waffle,2026-08-14T17:14:29.542038+00:00,ok,,,True,2019-01-09T03:57:49Z,https://github.com/Waffle/waffle/pull/651,651,dependabot-preview,Bump sonar-maven-plugin from 3.5.0.1254 to 3.6.0.1398,app/dependabot-preview,repo:Waffle/waffle is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Waffle/waffle is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Waffle/waffle is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Waffle/waffle is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-07-04T23:45:12Z,3a3ea6b32602a5bc59f44ba73a9168039b3434ff,https://github.com/Waffle/waffle/commit/3a3ea6b32602a5bc59f44ba73a9168039b3434ff,Create Dependabot config file
Wikidata/Wikidata-Toolkit,https://github.com/Wikidata/Wikidata-Toolkit,2026-08-14T17:14:40.342271+00:00,ok,,,False,,,,,,,repo:Wikidata/Wikidata-Toolkit is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Wikidata/Wikidata-Toolkit is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Wikidata/Wikidata-Toolkit is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Wikidata/Wikidata-Toolkit is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-03-03T11:01:43Z,33c85f2c6e2e9f2b6554a8c1d881f6dcf979bd93,https://github.com/Wikidata-Toolkit/Wikidata-Toolkit/commit/33c85f2c6e2e9f2b6554a8c1d881f6dcf979bd93,Add dependabot config. Closes #541.
Xceptance/XLT,https://github.com/Xceptance/XLT,2026-08-14T17:14:48.768229+00:00,ok,,,True,2020-02-21T14:35:41Z,https://github.com/Xceptance/XLT/pull/5,5,dependabot,Bump checkstyle from 6.14.1 to 8.29,app/dependabot,repo:Xceptance/XLT is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Xceptance/XLT is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Xceptance/XLT is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Xceptance/XLT is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
XenoAmess/docker-client,https://github.com/XenoAmess/docker-client,2026-08-14T17:14:54.316368+00:00,ok,,,True,2022-01-18T19:02:28Z,https://github.com/XenoAmess/docker-client/pull/1,1,dependabot,Bump jimfs from 1.0 to 1.2,app/dependabot,repo:XenoAmess/docker-client is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:XenoAmess/docker-client is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:XenoAmess/docker-client is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:XenoAmess/docker-client is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-01-18T18:10:12Z,8b9e526b341d3c6d639cfe8f2ff277916e223a08,https://github.com/XenoAmess/docker-client/commit/8b9e526b341d3c6d639cfe8f2ff277916e223a08,add GitHub actions
Zandero/rest.vertx,https://github.com/Zandero/rest.vertx,2026-08-14T17:15:02.360338+00:00,ok,,,True,2020-01-08T17:06:18Z,https://github.com/zandero/rest.vertx/pull/50,50,dependabot,Bump version.hibernate.validation from 6.0.10.Final to 6.1.0.Final,app/dependabot,repo:Zandero/rest.vertx is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Zandero/rest.vertx is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Zandero/rest.vertx is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Zandero/rest.vertx is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-06-22T06:52:04Z,49dffdad4bd4352fb3a78a96327f069840cf1174,https://github.com/zandero/rest.vertx/commit/49dffdad4bd4352fb3a78a96327f069840cf1174,Added dependabot
Zlika/reproducible-build-maven-plugin,https://github.com/Zlika/reproducible-build-maven-plugin,2026-08-14T17:15:09.936010+00:00,ok,,,True,2020-10-13T06:46:11Z,https://github.com/Zlika/reproducible-build-maven-plugin/pull/48,48,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:Zlika/reproducible-build-maven-plugin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Zlika/reproducible-build-maven-plugin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Zlika/reproducible-build-maven-plugin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Zlika/reproducible-build-maven-plugin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
aQute-os/biz.aQute.openapi,https://github.com/aQute-os/biz.aQute.openapi,2026-08-14T17:15:16.517762+00:00,ok,,,True,2020-10-12T21:45:58Z,https://github.com/aQute-os/biz.aQute.openapi/pull/5,5,dependabot,Bump junit from 3.8.1 to 4.13.1 in /biz.aQute.openapi.provider,app/dependabot,repo:aQute-os/biz.aQute.openapi is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:aQute-os/biz.aQute.openapi is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:aQute-os/biz.aQute.openapi is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:aQute-os/biz.aQute.openapi is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
acegi/xml-format-maven-plugin,https://github.com/acegi/xml-format-maven-plugin,2026-08-14T17:15:23.785027+00:00,ok,,,False,,,,,,,repo:acegi/xml-format-maven-plugin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:acegi/xml-format-maven-plugin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:acegi/xml-format-maven-plugin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:acegi/xml-format-maven-plugin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
actframework/actframework,https://github.com/actframework/actframework,2026-08-14T17:15:32.610785+00:00,ok,,,True,2020-03-04T20:20:28Z,https://github.com/actframework/actframework/pull/1309,1309,dependabot,Bump undertow-core from 1.4.28.Final to 2.0.23.Final,app/dependabot,repo:actframework/actframework is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:actframework/actframework is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:actframework/actframework is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:actframework/actframework is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
aerogear/aerogear-unifiedpush-server,https://github.com/aerogear/aerogear-unifiedpush-server,2026-08-14T17:15:40.278009+00:00,ok,,,True,2019-10-28T20:21:18Z,https://github.com/aerogear/aerogear-unifiedpush-server/pull/1046,1046,dependabot,Bump keycloak-core from 4.8.3.Final to 7.0.0 in /push-sender,app/dependabot,repo:aerogear/aerogear-unifiedpush-server is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:aerogear/aerogear-unifiedpush-server is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:aerogear/aerogear-unifiedpush-server is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:aerogear/aerogear-unifiedpush-server is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
aerospike/aerospike-client-java,https://github.com/aerospike/aerospike-client-java,2026-08-14T17:15:47.611893+00:00,ok,,,True,2020-02-21T18:56:09Z,https://github.com/aerospike/aerospike-client-java/pull/158,158,dependabot,Bump netty.version from 4.1.11.Final to 4.1.45.Final,app/dependabot,repo:aerospike/aerospike-client-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:aerospike/aerospike-client-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:aerospike/aerospike-client-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:aerospike/aerospike-client-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-07-11T16:25:30Z,b76db233fe4b45927981e5b43683baf537b5bf23,https://github.com/aerospike/aerospike-client-java/commit/b76db233fe4b45927981e5b43683baf537b5bf23,Create codeql.yml and dependabot.yml
airlift/airlift,https://github.com/airlift/airlift,2026-08-14T17:15:55.027979+00:00,ok,,,True,2020-07-01T18:28:14Z,https://github.com/airlift/airlift/pull/859,859,dependabot,Bump mysql-connector-java from 5.1.23 to 8.0.16,app/dependabot,repo:airlift/airlift is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:airlift/airlift is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:airlift/airlift is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:airlift/airlift is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-08-07T18:04:24Z,d75ea2a862fa7f480e5d828b78fc3c65d53c9b78,https://github.com/airlift/airlift/commit/d75ea2a862fa7f480e5d828b78fc3c65d53c9b78,Add dependabot configuration
