CVE_ID,PATCH,gav,presen,conent,repository,Commit Message,Links in Message,Link Presence,Severity
CVE-2020-10683,https://github.com/dom4j/dom4j/commit/a8228522a99a02146106672a34c104adbda5c658,org.dom4j:dom4j:2.0.0,no,,dom4j/dom4j,SAXReader uses system default XMLReader with its defaults. New factory method SAXReader.createDefault() sets more secure defaults.,,no links,High
CVE-2014-9970,https://github.com/jboss-fuse/jasypt/commit/8e62852a8018978ee19d39056c650fb66ffa0ff6,org.jasypt:jasypt:1.9.0,no,,jboss-fuse/jasypt,"Hash matching: Replaced call to Arrays.equals() with a time-constant function in order to protect against timing attacks in hypothetical developer-made message authentication schemes. (Note password matching is not affected by this vulnerability)

git-svn-id: http://svn.code.sf.net/p/jasypt/code/trunk/jasypt@668 da78853a-38a2-49c0-9af2-345bcb92683f",http://svn.code.sf.net/p/jasypt/code/trunk/jasypt@668,contains links,Medium
CVE-2019-10755,https://github.com/pac4j/pac4j/commit/34d5b1028a2db201ee81ec51b52a782fe073f609,org.pac4j:pac4j-saml:3.3.0,no,,pac4j/pac4j,Remove RandomStringUtils,,no links,Medium
CVE-2018-1000865,https://github.com/jenkinsci/groovy-sandbox/commit/0cd7ec12b7c56cfa3167d99c5f43147ce05449d3,org.kohsuke:groovy-sandbox:1.19,yes,"# Security Policy

The Jenkins project takes security seriously.
We make every possible effort to ensure users can adequately secure their automation infrastructure.
To that end, we work with Jenkins core and plugin developers, as well as security researchers, to fix security vulnerabilities in Jenkins in a timely manner, and to improve the security of Jenkins in general.

## Reporting Security Vulnerabilities

Please [report security vulnerabilities in the Jenkins issue tracker under the SECURITY project](https://issues.jenkins.io/secure/CreateIssueDetails!init.jspa?pid=10180&issuetype=10103).
This project is configured in such a way that only the reporter and the security team can see the details.
By restricting access to this potentially sensitive information, we can work on a fix and deliver it before the method of attack becomes well-known.

If you are unable to report using our issue tracker, you can also send your report to the private Jenkins security team mailing list: `jenkinsci-cert@googlegroups.com`

The Jenkins security team will then file an issue on your behalf, and will work with the maintainers of the affected component(s) to get the issue resolved.

## Learn More

For further details about our scope, issue handling process, or disclosure process, see [Reporting Security Vulnerabilities on jenkins.io](https://jenkins.io/security/reporting/).
",jenkinsci/groovy-sandbox,[SECURITY-1186] Forbid sandboxed classes from overriding finalize.,,no links,Medium
CVE-2012-5370,https://github.com/jruby/jruby/commit/5e4aab28b26fd127112b76fabfac9a33b64caf77,org.jruby:jruby-core:1.7.0.RC1,yes,"# Security Policy

## Supported Versions

The 9.2.x series is currently being supported, and will continue to receive security updates.

JRuby 9.3 is in development on the master branch, for release summer 2020.

## Reporting a Vulnerability

Please report vulnerabilities by emailing security@jruby.org. You can expect a response within 24 hours.
",jruby/jruby,"Use Perl's Hash for String#hash

Replace String hash function again, use Perl's Hash instaed of
SipHash-2-4.  Perl's Hash is 10**5 times faster than
Murmur2/SipHash-2-4.  Our understanding is Perl's Hash is not broken in
regards to HashDoS attack[1] so far.

For the case Perl's Hash is broken in the future, you can use
SipHash-2-4 by passing ""jruby.siphash.enabled=true"" system property
(false by default.)

[1] http://2012.appsec-forum.ch/conferences/#c17",http://2012.appsec-forum.ch/conferences/#c17,contains links,Medium
CVE-2021-32769,https://github.com/micronaut-projects/micronaut-core/commit/a0cfeb13bf1ef5d692d16d4a3b91b34b7456bb11,io.micronaut:micronaut-core:2.5.5,yes,"# Security Policy

We release patches for security vulnerabilities. Which versions are eligible
receiving such patches depend on the CVSS v3.0 Rating:

| CVSS v3.0 | Supported Versions                        |
|-----------|-------------------------------------------|
| 9.0-10.0  | Releases within the previous three months |
| 4.0-8.9   | Most recent release                       |

## Reporting a Vulnerability

Please responsibly disclose (suspected) security vulnerabilities to
**[The Micronaut Foundation](foundation@micronaut.io)**. You will receive a response from
us within 48 hours. If the issue is confirmed, we will release a patch as soon
as possible depending on complexity but historically within a few days.
",micronaut-projects/micronaut-core,"Merge pull request from GHSA-cjx7-399x-p2rj

* Don't allow resolving files using relative paths outside of the base

* Revert change around reading properties files

Co-authored-by: Lukas, Strmiska <strmik@gmail.com>
Co-authored-by: jameskleeh <james.kleeh@gmail.com>",,no links,Medium
CVE-2021-39148,https://github.com/x-stream/xstream/commit/652d72f38b33938c54fd3b2ef626cb7dce38001c,com.thoughtworks.xstream:xstream:1.4.11.1,yes,"# Security Policy

## Supported Versions

The 1.4.x version is actively maintained.

| Version | Supported          |
| ------- | ------------------ |
| 1.4.x   | :white_check_mark: |
| < 1.4.0 | :x:                |

## Reporting a Vulnerability

If you have identified a security issue, please open a [new private security advisory](https://github.com/x-stream/xstream/security/advisories/new).
Provide there all details to reproduce the problem with the latest XStream version.

Note, that XStream cares about security issues with XStream itself or in combination with the Java runtime, but not with
3rd party libraries. It is in the resposibility of each developer who brings those libraries together to setup the
[XStream Security Framework](https://x-stream.github.io/security.html#framework) properly.
",x-stream/xstream,Switch to whitelist by default.,,no links,Medium
CVE-2011-1582,https://github.com/apache/tomcat/commit/ad1524e6fd1de51e816569c9935403ee074e999f,org.apache.tomcat:tomcat-catalina:7.0.12,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/tomcat,"Use the correct classloader
This is the fix for CVE-2011-1582

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1100832 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1100832,contains links,Medium
CVE-2018-11799,https://github.com/apache/oozie/commit/d50df341432df1049c6c85bf2dcda9eb0be04d73,org.apache.oozie:oozie-core:4.1.0,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/oozie,OOZIE-3370 Property filtering is not consistent across job submission (andras.piros),,no links,Medium
CVE-2022-22885,https://github.com/dromara/hutool/commit/cdf105589deb9b0999c7fcdf33b2b5b86b22f960,cn.hutool:hutool-http:5.7.18,yes,"# Security Policy

## Supported Versions（支持的版本）

| Version | Supported          |
| ------- | ------------------ |
| 5.x.x   | :white_check_mark: |
| 4.x.x   | :x:                |
| 3.x.x   | :x:                |

## Reporting a Vulnerability（报告漏洞）

如果你发现有安全问题或漏洞，请发送邮件到`loolly@aliyun.com`。

To report any found security issues or vulnerabilities, please send a mail to `loolly@aliyun.com`.",dromara/hutool,fix bug,,no links,High
CVE-2018-9159,https://github.com/perwendel/spark/commit/030e9d00125cbd1ad759668f85488aba1019c668,com.sparkjava:spark-core:2.5.5,no,,perwendel/spark,"Fix for #981, patch 2 (#988)",https://github.com/perwendel/spark/issues/981; https://github.com/perwendel/spark/pull/988,contains links,Medium
CVE-2021-31407,https://github.com/vaadin/flow/commit/37e5a0ff0bb7365aa4485f2550fa6aa99f78974c,com.vaadin:flow-server:2.4.0,yes,"# Security Policy

## Reporting a Vulnerability

If you have identified a potential security vulnerability, please **DO NOT** disclose it publicly until we’ve had a chance to fix it.
Please don’t report security vulnerabilities using GitHub issues, instead head over to https://vaadin.com/security and learn how to disclose them responsibly.

For general support from the community, use Stack Overflow https://stackoverflow.com/questions/ask?tags=vaadin or Vaadin Discord chat https://discord.gg/vaadin.
",vaadin/flow,"fix: avoid exposing ServletContext resources via StaticFileServer (#10269)

fix: avoid exposing ServletContext resources via StaticFileServer in OSGi

fixes #10260",https://github.com/vaadin/flow/pull/10269; https://github.com/vaadin/flow/issues/10260,contains links,Medium
CVE-2017-5648,https://github.com/apache/tomcat/commit/dfa40863421d7681fed893b4256666491887e38c,org.apache.tomcat:tomcat-catalina:9.0.0.M17,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/tomcat,"Ensure request and response facades are used when firing application listeners. 

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1785774 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1785774,contains links,Medium
CVE-2013-2115,https://github.com/apache/struts/commit/d7804297e319c7a12245e1b536e565fcea6d650,org.apache.struts.xwork:xwork-core:2.3.4.1,yes,"# Security Policy

## Supported Versions

Please visit the [Releases](https://struts.apache.org/releases.html#prior-releases) page to see full information about each version 
and what potential vulnerability it can have:

| Version | Supported          |
|---------|--------------------|
| 7.x     | :white_check_mark: |
| 6.7.x   | :white_check_mark: |
| 2.5.x   | ❌ |

## Reporting New Security Issues with thr Apache Struts

([original](https://struts.apache.org/security.html))

The Apache Struts project takes a very active stance in eliminating security problems
and denial of service attacks against applications using the Apache Struts framework.

**We strongly encourage folks to report such security problems to our private security mailing list first,
before disclosing them in a public forum**.

We cannot accept regular bug reports or other queries at this address, we ask that you use our
[issue tracker (JIRA)](https://issues.apache.org/jira/browse/WW) for those.

```
All mail sent to this address that does not relate to security problems in the Apache Struts source code will be ignored
```

Note that all networked servers are subject to denial of service attacks, and we cannot promise magic
workarounds to generic problems (such as a client streaming lots of data to your server, or requesting
the same URL repeatedly). In general, our philosophy is to avoid any attacks that can cause the server
to consume resources in a non-linear relationship to the size of inputs.

The mailing address is: [security@struts.apache.org](mailto:security@struts.apache.org)

[General network server security tips](http://httpd.apache.org/docs/trunk/misc/security_tips.html)

[The Apache Security Team](http://www.apache.org/security/)
",apache/struts,"WW-4063
Improved security  by making static method attribute immutable

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_X@1486054 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_X@1486054,contains links,Critical
CVE-2016-0785,https://github.com/apache/struts/commit/bd1a121b8286c412f5fc84c61599c293483fc11a,org.apache.struts.xwork:xwork-core:2.3.16.3,yes,"# Security Policy

## Supported Versions

Please visit the [Releases](https://struts.apache.org/releases.html#prior-releases) page to see full information about each version 
and what potential vulnerability it can have:

| Version | Supported          |
|---------|--------------------|
| 7.x     | :white_check_mark: |
| 6.7.x   | :white_check_mark: |
| 2.5.x   | ❌ |

## Reporting New Security Issues with thr Apache Struts

([original](https://struts.apache.org/security.html))

The Apache Struts project takes a very active stance in eliminating security problems
and denial of service attacks against applications using the Apache Struts framework.

**We strongly encourage folks to report such security problems to our private security mailing list first,
before disclosing them in a public forum**.

We cannot accept regular bug reports or other queries at this address, we ask that you use our
[issue tracker (JIRA)](https://issues.apache.org/jira/browse/WW) for those.

```
All mail sent to this address that does not relate to security problems in the Apache Struts source code will be ignored
```

Note that all networked servers are subject to denial of service attacks, and we cannot promise magic
workarounds to generic problems (such as a client streaming lots of data to your server, or requesting
the same URL repeatedly). In general, our philosophy is to avoid any attacks that can cause the server
to consume resources in a non-linear relationship to the size of inputs.

The mailing address is: [security@struts.apache.org](mailto:security@struts.apache.org)

[General network server security tips](http://httpd.apache.org/docs/trunk/misc/security_tips.html)

[The Apache Security Team](http://www.apache.org/security/)
",apache/struts,Ports blocking eval expressions from commit 61a7ee296161bbfa61e90871649598a2e4a680a2,,contains links,Critical
CVE-2016-1000343,https://github.com/bcgit/bc-java/commit/50a53068c094d6cff37659da33c9b4505becd389,org.bouncycastle:bcprov-jdk15on:1.54,yes,"# Security Policy

## Reporting a Vulnerability

If you think that you have found a security vulnerability, please report it to this email address: [feedback-crypto@bouncycastle.org](mailto:feedback-crypto@bouncycastle.org)

Describe the issue including all details, for example: 
* Short summary of the problem
* Steps to reproduce
* Affected API versions
* Logs if available 

The Bouncy Castle team will send a response indicating the next steps in handling your report. You may be asked to provide additional information or guidance. 

If the issue is confirmed as a vulnerability, we will open a Security Advisory and acknowledge your contributions as part of it. Optionally, you can have your name and contact information listed in [Contributors](https://www.bouncycastle.org/contributors.html) as well. 

Please note we endeavor to issue patched releases that deal with security issues as soon as they are made known to us, ideally prior to issuing a Security Advisory where otherwise possible. In some cases, particularly if it relates to a FIPS release, delays due to external processes may delay the issuing of a Security Advisory.
",bcgit/bc-java,updated default DSA parameters to follow 186-4,,no links,Medium
CVE-2019-10219,https://github.com/hibernate/hibernate-validator/commit/c1ce5278846a6fa1b009412fa65cbd33794050e8,org.hibernate.validator:hibernate-validator:6.0.17.Final,no,,hibernate/hibernate-validator,not found,,contains links,Medium
CVE-2010-2232,https://github.com/apache/derby/commit/ffa9392f7564652afc5d499a637aa2f5289cacc2,org.apache.derby:derby:10.5.3.0_1,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/derby,not found,,contains links,Medium
CVE-2018-11775,https://github.com/apache/activemq/commit/69fad2a135689f6c31fbada1c397f2e0dfd90d3c,org.apache.activemq:activemq-client:5.8.0,yes,"# Security Policy

## Supported Versions

| Version | Supported          |
| ------- | ------------------ |
| 6.0.x   | :white_check_mark: |
| 5.18.x   | :white_check_mark: |
| 5.17.x   | :white_check_mark: |
| <= 5.16.x | :x:                |

## Reporting a Vulnerability

For information on how to report a new security problem please see [here](https://www.apache.org/security/).
Our existing security advisories are published [here](https://activemq.apache.org/security-advisories).
",apache/activemq,Add support for hostname verification,,no links,Medium
CVE-2020-35217,https://github.com/vert-x3/vertx-web/commit/2f5eb8524c9b671c2e441a6ffacf2bb42e8fccd2,io.vertx:vertx-web:3.5.4,no,,vert-x3/vertx-web,"Merge pull request #1613 from vert-x3/issues/csrf-with-session-fix

Fixes CSRF when working along side sessions",https://github.com/vert-x3/vertx-web/pull/1613,contains links,Medium
CVE-2011-2732,https://github.com/spring-projects/spring-security/commit/f5fbda42e5f494f1a8aa96a0f8b35d60a4f57556,org.springframework.security:spring-security-core:2.0.4,yes,"# Security Policy
## Reporting a Vulnerability

If you think you have found a security vulnerability, please **DO NOT** disclose it publicly until we’ve had a chance to fix it.
Please don’t report security vulnerabilities using GitHub issues, instead head over to https://spring.io/security-policy and learn how to disclose them responsibly.
",spring-projects/spring-security,SEC-1790: Reject redirect locations containing CR or LF.,,no links,Medium
CVE-2015-6644,https://github.com/bcgit/bc-java/commit/9bc10bbaa9620d691c58e2b37f31f0d31ceea61f,org.bouncycastle:bcprov-ext-jdk15on:1.54,yes,"# Security Policy

## Reporting a Vulnerability

If you think that you have found a security vulnerability, please report it to this email address: [feedback-crypto@bouncycastle.org](mailto:feedback-crypto@bouncycastle.org)

Describe the issue including all details, for example: 
* Short summary of the problem
* Steps to reproduce
* Affected API versions
* Logs if available 

The Bouncy Castle team will send a response indicating the next steps in handling your report. You may be asked to provide additional information or guidance. 

If the issue is confirmed as a vulnerability, we will open a Security Advisory and acknowledge your contributions as part of it. Optionally, you can have your name and contact information listed in [Contributors](https://www.bouncycastle.org/contributors.html) as well. 

Please note we endeavor to issue patched releases that deal with security issues as soon as they are made known to us, ideally prior to issuing a Security Advisory where otherwise possible. In some cases, particularly if it relates to a FIPS release, delays due to external processes may delay the issuing of a Security Advisory.
",bcgit/bc-java,Added bounds check to GCM,,no links,Medium
CVE-2014-0074,https://github.com/apache/shiro/commit/f988846207f98c98ff24213ee9063798ea5d9b6c,org.apache.shiro:shiro-core:1.2.1,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/shiro,"Updating JndiLdapContextFactory to conform to spec rfc4513 section-5.1.2

git-svn-id: https://svn.apache.org/repos/asf/shiro/branches/1.2.x@1571533 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/shiro/branches/1.2.x@1571533,contains links,High
CVE-2015-3208,https://github.com/apache/activemq-artemis/commit/48d9951d879e0c8cbb59d4b64ab59d53ef88310d,org.hornetq:hornetq-selector:2.5.0.Beta1,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/activemq-artemis,ActiveMQ6-112 Add defaults to the selector parser doc builder,,no links,Unknown
CVE-2021-22696,https://github.com/apache/cxf/commit/7d5d2c7a019dd1e1d0566daf9f1ed5b7b0dd66b7,org.apache.cxf:cxf-rt-rs-security-oauth2:3.4.2,yes,"# Security Policy

## Supported Versions

| Version | Supported          |
| ------- | ------------------ |
| 4.0.x   | :white_check_mark: |
| 3.6.x   | :white_check_mark: |
| 3.5.x   | :white_check_mark: |
| <= 3.4.x | :x:                |

## Reporting a Vulnerability

For information on how to report a new security problem please see [here](https://www.apache.org/security/).
Our existing security advisories are published [here](https://cxf.apache.org/security-advisories.html).
",apache/cxf,"Disallow OAuth2 request_uri by default

(cherry picked from commit 40503a53914758759894f704bbf139ae89ace286)",,contains links,Medium
CVE-2014-7810,https://github.com/apache/tomcat/commit/8179973,org.apache.tomcat:jasper:6.0.29,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/tomcat,"Remove some more unnecessary code.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1645641 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1645641,contains links,Medium
CVE-2021-22097,https://github.com/spring-projects/spring-amqp/commit/ed824637cc922356b44409827722c4628340b7c8,org.springframework.amqp:spring-amqp:2.3.9,yes,"# Security Policy
## Reporting a Vulnerability

If you think you have found a security vulnerability, please **DO NOT** disclose it publicly until we’ve had a chance to fix it.
Please don’t report security vulnerabilities using GitHub issues, instead head over to https://spring.io/security-policy and learn how to disclose them responsibly.
",spring-projects/spring-amqp,Do not deserialize in Message.toString(),,no links,Medium
CVE-2014-8152,https://github.com/apache/santuario-java/commit/55857fd4cdfdb1af4069170ecdac448c078f544e,org.apache.santuario:xmlsec:2.0.1,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/santuario-java,not found,,contains links,Medium
CVE-2011-3376,https://github.com/apache/tomcat/commit/4f08a48,org.apache.tomcat.embed:tomcat-embed-core:7.0.19,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/tomcat,"ContainerServlets are always restricted.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1176584 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1176584,contains links,Medium
CVE-2010-4172,https://github.com/apache/tomcat/commit/afd4b3b3904593530c338e449b49198199694f4c,org.apache.tomcat:tomcat-catalina:7.0.0,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/tomcat,"Fix CVE-2010-4172. Multiple XSS in Manager web application

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1037778 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1037778,contains links,Medium
CVE-2017-7656,https://github.com/eclipse/jetty.project/commit/a285deea42fcab60d9edcf994e458c238a348b55,org.eclipse.jetty:jetty-http:9.2.14.v20151106,yes,"# Security Policy

## Supported Versions

All [stable versions](https://jetty.org/download.html) of jetty are actively supported for security issues. [Deprecated versions](https://jetty.org/download.html) may be supported for serious security issues or on a commercial support basis.

## Reporting a Vulnerability

Do not open a public issue to report a security vulnerability.  Please send a message to security@webtide.com and we will create a private issue in which the issue can be triaged and handled.

## Handling a Vulnerability

The following checklist is used to handle security issues:

- [ ] On receipt of a security report via security@webtide.com or other channels, if it cannot be trivially dismissed (already fixed, known not a problem, etc.), then a Github security advisory is created by project leadership.
- [ ] Copy this list as a markdown in the security advisory for tracking the completion of various tasks.
- [ ] Jetty committers and the reporters are added to the security advisory. Individual committers can also be named in the comments for addition.
- [ ] Initial triage and discussion are performed in the comments of the advisory.
- [ ] If enough information exists to attempt reproduction or fix, then a private repository is created as part of the GitHub security advisory.
- [ ] If the vulnerability cannot be confirmed then close the security advisory, else continue.
- [ ] Generate a CVE score and add it to the advisory description.
- [ ] Identify a CWE Definition and add it to the advisory description.
- [ ] Identify vulnerable version(s), including current and past versions that are affected (e.g. 9.4.0 through 9.4.35, and 10.0.0.alpha1 through 10.0.0.beta3 etc.)
- [ ] Identify and document workaround(s), if applicable, in the comments of the security advisory.
- [ ] Open an [Gitlab@Eclipse CVE Assignment](https://gitlab.eclipse.org/security/cve-assignement/-/issues/new) to have a CVE allocated.   
      The issue should be opened under the ""Eclipse Foundation"" > ""EMO Team"" > ""EMO"" section as a ""cve"" description, with the ""This issue is confidential"" checkbox checked.   
      Follow the template for what details are necessary to file for a CVE.
- [ ] Once the CVE is allocated update the Security Advisory with the number
- [ ] Build and test fix(es) locally and in CI environment.
- [ ] Merge tests and fix  - ensure description does not mention vulnerability directly. Do not merge directly from the security advisory as it can be traced back before publication.
- [ ] Build and stage release candidate.
- [ ] Notify interested parties of pending security advisory and staged release:
    1. Include CVE number, CVE score, and CWE
    2. Include Workarounds
    3. Stress that it is confidential
    4. Advise the security advisory will be published in 2 days unless they indicate they need more time.
- [ ] If testing is OK, then the release is promoted.
- [ ] Interested parties are notified of the availability of release on Maven Central.
- [ ] Publish security advisory and CVE publicly.
- [ ] Edit VERSION.txt and so that the CVE number is now recorded against merged PR.
- [ ] Edit the release(s) on Github to identify CVE number that was addressed/resolved.
- [ ] Update downstream images (Docker, etc.).
- [ ] Update project [website](https://jetty.org/security.html) with new security entry.
- [ ] Review security processes & completion.
       
",eclipse/jetty.project,"Issue #2529 RFC2616 vs RFC7230 cleanup

Signed-off-by: Greg Wilkins <gregw@webtide.com>",https://github.com/jetty/jetty.project/issues/2529,contains links,Medium
CVE-2021-37136,https://github.com/netty/netty/commit/6da4956b31023ae967451e1d94ff51a746a9194f,io.netty:netty-codec:4.1.5.Final,yes,"# Our security policy

## Reporting a security issue

If you think the bug you found is likely to make Netty-based applications
vulnerable to an attack, please do not use our public issue tracker but
report it privately at the 'Security' tab of the affected repository,
as explained [here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability).

This project is maintained by a team of volunteers on a reasonable-effort basis. As
such, please give us 90 days to remediate the vulnerability before public disclosure.

## Security updates

We maintain the most recent minor version of our artifacts for each supported major
version. Please note this includes neither pre-releases nor the major versions that
reached their end-of-life.

As of May 2023, the following Netty versions receive the security updates:

- 4.1

The following Netty versions have reached their end-of-life, and thus
no security updates will be provided:

- 3.x
- 4.0

Please keep in mind that the above list may be out-of-date and contact the Netty team
to ensure the version you're using is covered.
",netty/netty,"Merge pull request from GHSA-9vjp-v76f-g363

Motivation:

e Snappy frame decoder function doesn't restrict the size of the compressed data (and the uncompressed data) which may lead to excessive memory usage. Beside this it also may buffer reserved skippable chunks until the whole chunk was received which may lead to excessive memory usage as well.

Modifications:

- Add various validations for the max allowed size of a chunk
- Skip bytes on the fly when an skippable chunk is handled

Result:

No more risk of OOME. Thanks to Ori Hollander of JFrog Security for reporting the issue.",,contains links,Medium
CVE-2018-1296,https://github.com/apache/hadoop/commit/7252e18c30f40bce9d01d5bb77f0ae526f479ad4,org.apache.hadoop:hadoop-hdfs:2.6.0,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/hadoop,"HDFS-12832. INode.getFullPathName may throw ArrayIndexOutOfBoundsException lead to NameNode exit. Contribuited by Konstantin Shvachko.

(cherry picked from commit d331762f24b3f22f609366740c9c4f449edc61ac)",,contains links,Medium
CVE-2016-4431,https://github.com/apache/struts/commit/b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,org.apache.struts.xwork:xwork-core:2.3.16.3,yes,"# Security Policy

## Supported Versions

Please visit the [Releases](https://struts.apache.org/releases.html#prior-releases) page to see full information about each version 
and what potential vulnerability it can have:

| Version | Supported          |
|---------|--------------------|
| 7.x     | :white_check_mark: |
| 6.7.x   | :white_check_mark: |
| 2.5.x   | ❌ |

## Reporting New Security Issues with thr Apache Struts

([original](https://struts.apache.org/security.html))

The Apache Struts project takes a very active stance in eliminating security problems
and denial of service attacks against applications using the Apache Struts framework.

**We strongly encourage folks to report such security problems to our private security mailing list first,
before disclosing them in a public forum**.

We cannot accept regular bug reports or other queries at this address, we ask that you use our
[issue tracker (JIRA)](https://issues.apache.org/jira/browse/WW) for those.

```
All mail sent to this address that does not relate to security problems in the Apache Struts source code will be ignored
```

Note that all networked servers are subject to denial of service attacks, and we cannot promise magic
workarounds to generic problems (such as a client streaming lots of data to your server, or requesting
the same URL repeatedly). In general, our philosophy is to avoid any attacks that can cause the server
to consume resources in a non-linear relationship to the size of inputs.

The mailing address is: [security@struts.apache.org](mailto:security@struts.apache.org)

[General network server security tips](http://httpd.apache.org/docs/trunk/misc/security_tips.html)

[The Apache Security Team](http://www.apache.org/security/)
",apache/struts,Introduces new callMethod() function to be used to execute actions,,no links,Medium
CVE-2018-17197,https://github.com/apache/tika/commit/0c49c851979163334ea05cbebdd11ff87feba62d,org.apache.tika:tika-parsers:1.18,yes,"# Security Policy

This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).

## Reporting a Vulnerability

To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
",apache/tika,TIKA-2773 upgrade sqlite version,,no links,Medium
CVE-2013-1879,https://github.com/apache/activemq/commit/148ca81dcd8f14cfe2ff37012fd1aa42518f02dc,org.apache.activemq:activemq-client:5.8.0,yes,"# Security Policy

## Supported Versions

| Version | Supported          |
| ------- | ------------------ |
| 6.0.x   | :white_check_mark: |
| 5.18.x   | :white_check_mark: |
| 5.17.x   | :white_check_mark: |
| <= 5.16.x | :x:                |

## Reporting a Vulnerability

For information on how to report a new security problem please see [here](https://www.apache.org/security/).
Our existing security advisories are published [here](https://activemq.apache.org/security-advisories).
",apache/activemq,"https://issues.apache.org/jira/browse/AMQ-4397 - xss in cron expressions

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@1459265 13f79535-47bb-0310-9956-ffa450edef68",https://issues.apache.org/jira/browse/AMQ-4397; https://svn.apache.org/repos/asf/activemq/trunk@1459265,contains links,Medium
